start_lat,start_lon,end_lat,end_lon,start_area,end_area,distance_meters,duration_seconds,duration_in_traffic_seconds,duration_per_meter
13.1084688,80.2420401,13.1079306,80.2371954,Jagannathan Colony,Jagannathan Colony,529,93,115,0.21739130434782608
13.1079033,80.2370901,13.1084688,80.2420401,Agaram,Jagannathan Colony,543,99,105,0.19337016574585636
13.1753236,80.286743,13.1812689,80.2863153,Manali,Burma Nagar,2012,260,247,0.12276341948310139
13.0880903,80.122176,13.0870768,80.1173565,Ashok Nagar,Avadi,552,101,97,0.17572463768115942
13.0939024,80.1244029,13.0985108,80.1247919,Ambigai Nagar,Aparna Nagar,516,66,59,0.11434108527131782
13.0667257,80.1357845,13.0676402,80.1311378,Perumalagaram,Perumalagaram,517,83,81,0.15667311411992263
13.1155178,80.1726835,13.1142122,80.1795583,Gnanamurthi Nagar,Srinivasa Puram,777,101,102,0.13127413127413126
13.2047231,80.1219405,13.2058911,80.1172202,Alamathi,Alamathi,528,44,38,0.07196969696969698
13.2111696,80.095704,13.2066991,80.0948972,Thoraipakkam,Koduvalli,729,224,177,0.24279835390946503
13.1336892,80.1034828,13.1320778,80.1079495,Avadi,HVF Estate,516,79,70,0.13565891472868216
13.1320778,80.1079495,13.1294871,80.1119639,HVF Estate,Avadi,559,93,87,0.1556350626118068
13.1922375,80.2676978,13.1925408,80.2627764,Andarkuppam,Andarkuppam,546,84,70,0.1282051282051282
13.1904881,80.2459511,13.1908058,80.2413297,Kosapur,Rajiv Gandhi Nagar General,510,55,45,0.08823529411764706
13.1904881,80.2459511,13.1905627,80.2506936,Kosapur,Ariyaloor Village,526,58,67,0.12737642585551331
13.1904881,80.2459511,13.1936938,80.2477696,Kosapur,Manali,1113,175,191,0.17160826594788858
13.0454402,80.1458759,13.0405733,80.1465178,Vijayalakshmi Nagar,Chettiyar Agaram,550,92,82,0.14909090909090908
13.0152314,80.1816077,13.018695,80.1837366,Parthasarathy Nagar,Parthasarathy Nagar,2178,432,352,0.16161616161616163
13.0116459,80.1656688,13.0072041,80.1658007,Indira Nagar,Marvel Rivervier View County,554,137,137,0.24729241877256317
13.0693418,80.2004394,13.0692723,80.1955819,Koyambedu,Wholesale Market Complex,528,136,174,0.32954545454545453
13.2058911,80.1172202,13.1988204,80.114895,Alamathi,Alamathi,831,129,128,0.15403128760529483
13.2058911,80.1172202,13.2071548,80.1121129,Alamathi,Alamathi,568,51,46,0.08098591549295775
13.1988204,80.114895,13.2058911,80.1172202,Alamathi,Alamathi,836,141,140,0.1674641148325359
13.1865683,80.1069771,13.1860936,80.1119615,Chennai,Tiruvallur,539,153,166,0.3079777365491651
13.1281783,80.1129762,13.1314912,80.1096291,Avadi,Avadi,529,78,73,0.13799621928166353
13.1314912,80.1096291,13.1331311,80.1049211,Avadi,Avadi,546,75,66,0.12087912087912088
13.1419798,80.0878011,13.1405212,80.093325,Avadi,Avadi,641,83,78,0.12168486739469579
13.1850754,80.1453161,13.1897822,80.1470295,Attanthangal,Attanthangal,570,65,63,0.11052631578947368
13.1897822,80.1470295,13.1935144,80.1502599,Attanthangal,Attanthangal,597,72,73,0.12227805695142378
13.1941627,80.150547,13.1898094,80.1470434,Attanthangal,Attanthangal,684,107,107,0.1564327485380117
13.1898094,80.1470434,13.1855813,80.1455116,Attanthangal,Attanthangal,511,53,52,0.10176125244618395
13.1752419,80.2155409,13.1725861,80.2190061,Vadaperumbakkam,Samuel Nagar,517,69,56,0.10831721470019343
13.1446092,80.2196011,13.1479368,80.215382,Chennai,Madhavaram,594,65,51,0.08585858585858586
13.026026,80.1945979,13.0199289,80.1939148,Nesapakkam,Ekkatuthangal,696,144,144,0.20689655172413793
13.0175466,80.1937138,13.0223572,80.1941981,Nandambakkam,Ekkatuthangal,539,90,89,0.16512059369202226
13.0087528,80.193389,13.0133361,80.1941691,Seven Wells,Seven Wells,780,139,119,0.15256410256410258
13.012439,80.0870907,13.0169716,80.087316,Sivanthangal,Chennai,510,69,69,0.13529411764705881
12.9786677,80.1628392,12.9740146,80.1560389,Pallavaram,Arumalai Chavadi,909,125,135,0.1485148514851485
12.9716642,80.160593,12.9724112,80.1615176,Pachaiyamman Nagar,Pachaiyamman Nagar,467,95,95,0.20342612419700215
12.9724112,80.1615176,12.9725797,80.1635762,Pachaiyamman Nagar,Lakshman Nagar,517,119,118,0.22823984526112184
12.9839195,80.1710618,12.9815741,80.167118,Meenambakkam,Tirusulam,513,66,59,0.11500974658869395
13.1570951,80.3052843,13.1523968,80.3038807,Radhakrishnan Nagar,Peria Mettupalaiyam,544,48,43,0.07904411764705882
12.9937381,80.1486033,12.9941076,80.1535746,Cowl Bazar,Chennai,545,125,125,0.22935779816513763
12.9941076,80.1535746,12.9962558,80.1576341,Chennai,Chennai,512,136,136,0.265625
13.1135554,80.2750133,13.117959,80.2762361,Ambedkar Nagar,Meenambal Nagar,548,84,77,0.14051094890510948
13.1328628,80.2857793,13.1372142,80.2874409,TNHB Colony,Thiruvalluvar Nagar,553,89,91,0.16455696202531644
13.1372142,80.2874409,13.133303,80.2858972,Thiruvalluvar Nagar,New Washermenpet,502,84,75,0.14940239043824702
13.1317871,80.2965106,13.1271847,80.2951901,Kasipuram,Royapuram,594,109,93,0.15656565656565657
13.1431586,80.2997072,13.1386481,80.2983975,Srinivasa Nagar,Chariyan Nagar,521,50,45,0.08637236084452975
13.1141203,80.2656726,13.1099052,80.266588,Block C,EB Quaters,503,65,57,0.11332007952286283
13.1361009,80.2586686,13.13362,80.2625585,Erukkancheri,Susila Nagar,507,53,52,0.10256410256410256
13.105735,80.2158553,13.1042303,80.2201211,Seeyalam,ICF North Colony,509,87,73,0.14341846758349705
12.9015303,80.102257,12.898734,80.1058346,Peerkankaranai,Sadanandapuram,515,79,76,0.14757281553398058
13.1601879,80.2324442,13.1573228,80.2362943,Madhavaram Milk Colony,Venugopal Nagar,530,93,73,0.13773584905660377
12.9611736,80.1372803,12.9640327,80.141943,Shiva Shankar Nagar,Shiva Shankar Nagar,601,107,98,0.16306156405990016
12.9641557,80.1421591,12.961879,80.1382082,Chennai,Shiva Shankar Nagar,500,80,92,0.184
13.0538558,80.23404,13.05411,80.229353,Parthasarathi Puram,Taylor Estate,509,66,56,0.1100196463654224
13.0015861,80.2185305,13.0067055,80.2206349,Kannika Puram,Little Mount,637,70,62,0.09733124018838304
13.0495172,80.2095136,13.0480236,80.2045023,Ottagapalayam,Vadapalani,568,95,75,0.13204225352112675
12.9461608,80.2473859,12.9416128,80.2465146,Subbarayan Nagar,Arihant Escapade,514,84,77,0.14980544747081712
12.9473932,80.2401801,12.9435399,80.2373735,Jothi Nagar,Customs Colony,541,82,60,0.11090573012939002
13.0052042,80.2250512,13.0042669,80.2221064,Guindy National Park,Guindy National Park,1156,241,240,0.20761245674740483
12.9562675,80.2021791,12.9557408,80.207732,Govinda Swamy Nagar,Kuberan Nagar,600,127,129,0.215
12.9576467,80.2028568,12.9569194,80.2085628,Govinda Swamy Nagar,Kuberan Nagar,623,124,123,0.19743178170144463
12.9569194,80.2085628,12.9576467,80.2028568,Kuberan Nagar,Govinda Swamy Nagar,623,124,123,0.19743178170144463
13.0448596,80.262394,13.0456934,80.2577261,Kattukoil Garden,Kanakasri Nagar,515,54,44,0.0854368932038835
13.0279192,80.2355128,13.0227603,80.2364717,Cosmopolitan Club Golf Links,Cosmopolitan Club Golf Links,698,125,124,0.17765042979942694
12.9673639,80.1510817,12.9707003,80.1536572,Subramaniya,Malanganandapuram,499,172,171,0.342685370741483
12.9769514,80.158408,12.9796951,80.1623359,Arumalai Chavadi,Meenambakkam,524,39,33,0.06297709923664122
12.9796951,80.1623359,12.981891,80.1673457,Meenambakkam,Tirusulam,599,44,37,0.06176961602671119
12.981891,80.1673457,12.9842708,80.1713506,Tirusulam,Meenambakkam,508,35,30,0.05905511811023622
13.094809,80.1699002,13.0950691,80.1652476,Ambattur Industrial Estate,Sai Nagar,510,98,65,0.12745098039215685
13.0950691,80.1652476,13.094809,80.1699002,Sai Nagar,Ambattur Industrial Estate,510,97,63,0.12352941176470589
13.0037404,80.2112851,13.0060066,80.2094738,Old Narasingapuram,Alandur,543,73,60,0.11049723756906077
13.0060709,80.2094986,13.0037404,80.2112851,Guindy,Old Narasingapuram,551,88,64,0.1161524500907441
13.0143455,80.1933926,13.0170449,80.1886999,Poonthottam Colony,Tulasingapuram,591,86,59,0.09983079526226735
13.0179402,80.1872949,13.0216527,80.1889479,Nandambakkam,Tambaram,1108,173,183,0.1651624548736462
13.0216527,80.1889479,13.0260406,80.1922749,Tambaram,Bharathidasan Colony,611,167,167,0.2733224222585925
13.0211932,80.1832314,13.0235397,80.1790606,Manapakkam,Ramapuram,522,70,48,0.09195402298850575
13.0191947,80.2629586,13.0189591,80.2673958,Karpagam Avenue,MRC Nagar,512,65,56,0.109375
13.1049883,80.2772529,13.1054576,80.2819677,Basin Bridge,Seven Wells North,521,61,50,0.09596928982725528
12.9866787,80.1748001,12.9895588,80.1788444,Meenambakkam,Meenambakkam,553,78,53,0.09584086799276673
12.9895588,80.1788444,12.9923416,80.1824737,Meenambakkam,National Airports Authority,498,47,36,0.07228915662650602
13.0081026,80.2644335,13.0069389,80.2698144,Adyar,Sai Ram Colony,596,72,69,0.11577181208053691
13.0743388,80.1999301,13.0710336,80.2035532,Janakiraman Colony,Koyambedu,540,55,44,0.08148148148148149
13.0710336,80.2035532,13.0684436,80.2073322,Koyambedu,SAF Games Village,501,46,36,0.0718562874251497
13.1786257,80.3072423,13.1771795,80.3124543,Wimco Nagar,Gandhi Nagar,586,90,81,0.13822525597269625
13.1767928,80.3135467,13.1724791,80.3119283,Palagai Thotti Kuppam,Soundra Pandian Nagar,512,39,36,0.0703125
13.1492807,80.3028535,13.1451956,80.3004556,Tiruchanankuppam,sudhandirapuram,529,43,40,0.07561436672967864
12.9862239,80.2411166,12.9908631,80.2417047,Anbalagan Nagar,Kanagam,7861,1297,1184,0.15061696985116396
13.1086835,80.1776862,13.1137686,80.1781555,Sidco Industrial Estate,Venkatraman Nagar,578,126,120,0.20761245674740483
13.1137686,80.1781555,13.1086835,80.1776862,Venkatraman Nagar,Sidco Industrial Estate,829,231,181,0.218335343787696
13.0570284,80.1138375,13.0615879,80.1130429,Bharthi Nagar,Chennai,519,82,61,0.11753371868978806
12.9705875,80.2188898,12.9647335,80.2165229,Bhuvaneshwari Nagar,Madipakkam,696,60,48,0.06896551724137931
12.9813839,80.243438,12.9809084,80.248036,Mahathma Gandhi Nagar,IBMS,502,62,43,0.08565737051792828
13.0362185,80.1457733,13.0371035,80.1396047,Venugopal Nagar,Kamatchi Nagar,677,87,69,0.1019202363367799
13.1845792,80.2700755,13.1827029,80.273717,Dwaraka Nagar,Sadayankuppam,519,94,93,0.1791907514450867
13.1827029,80.273717,13.1825202,80.2783374,Sadayankuppam,Sadayankuppam,502,82,82,0.16334661354581673
13.1815887,80.2696721,13.1815411,80.2645311,Manali,Manali New Town,559,58,47,0.08407871198568873
13.1815411,80.2645311,13.1806877,80.2588661,Manali New Town,Manali New Town,638,81,75,0.11755485893416928
13.1779297,80.2705097,13.177139,80.2752518,Manali,Manali,522,48,41,0.07854406130268199
13.177139,80.2752518,13.1761495,80.2811888,Manali,Manali,651,50,47,0.07219662058371736
13.1761495,80.2811888,13.1754128,80.285774,Manali,Manali,503,40,38,0.07554671968190854
13.1775187,80.2702379,13.1724512,80.2713391,Manali,Manali,577,60,48,0.0831889081455806
13.1724512,80.2713391,13.1679802,80.2724465,Manali,Manali,511,50,44,0.08610567514677103
13.1679802,80.2724465,13.1643173,80.2698933,Manali,Manali,517,69,62,0.11992263056092843
13.1402417,80.2784044,13.1371906,80.2770681,Raja Shekaran Nagar,Sanjay Gandhi Nagar,657,112,103,0.1567732115677321
13.1371906,80.2770681,13.1323979,80.2756447,Sanjay Gandhi Nagar,Nethaji Nagar,555,61,53,0.09549549549549549
12.9544469,80.1588926,12.9554611,80.1541561,Ganapathipuram,Ganapathipuram,526,62,43,0.0817490494296578
12.958817,80.1500658,12.9602413,80.1458087,Raja Joseph Colony,Lakshmi Nagar,502,51,48,0.09561752988047809
13.0520214,80.151261,13.0459924,80.1494894,Visalakshi Nagar,Chettiyar Agaram,723,120,138,0.1908713692946058
13.053661,80.1544473,13.0566954,80.1588725,Dhanalakshmi Nagar,Kanchuma Puram,586,71,47,0.08020477815699659
13.0859512,80.2401177,13.0875447,80.2357885,V.P.Colony,Aspiran Garden Colony,930,228,178,0.1913978494623656
13.2124708,80.2786946,13.2093958,80.2842221,Chennai,Chennai,719,172,172,0.23922114047287898
13.2093958,80.2842221,13.206855,80.2880536,Chennai,Chennai,616,98,98,0.1590909090909091
13.206855,80.2880536,13.2057722,80.2921607,Chennai,Chennai,547,98,98,0.17915904936014626
13.20572,80.2560393,13.2009803,80.2552335,Chennai,Sembiya,559,77,76,0.13595706618962433
13.203978,80.2648981,13.2036334,80.2698188,Kalakkral,Kalakkral,538,108,87,0.16171003717472118
13.203978,80.2648981,13.2051489,80.2597536,Kalakkral,Chennai,573,100,78,0.13612565445026178
12.9678136,80.1186413,12.9607071,80.1190455,Thendral Nagar,Tiruneermalai,791,85,84,0.10619469026548672
12.9970311,80.1233553,12.9901342,80.1211794,Sadanandapuram,Sadanandapuram,816,75,67,0.0821078431372549
12.9918891,80.1284896,12.9922117,80.132951,Sadanandapuram,Tharapakkam,523,107,108,0.20650095602294455
12.9922117,80.132951,12.9948871,80.1351283,Tharapakkam,Leelavathi Nagar,509,106,97,0.1905697445972495
12.9803901,80.1022366,12.9812409,80.1070303,Irandankattalai,Chennai,1201,232,244,0.2031640299750208
13.1446832,80.1293113,13.145924,80.1249319,Subramanya Nagar,Chennai,504,141,141,0.27976190476190477
13.1052324,80.1945581,13.1093284,80.1965566,Nehru Nagar,South Jagannatha Nagar,507,45,37,0.07297830374753451
13.1093284,80.1965566,13.1159025,80.1976183,South Jagannatha Nagar,Sivakami Nagar,742,61,50,0.0673854447439353
13.0622605,80.2016268,13.0621222,80.202815,Chinmaya Nagar Stage II Extension,Chinmaya Nagar,138,44,43,0.3115942028985507
13.0620492,80.2016837,13.0623529,80.2027719,Chinmaya Nagar,Chinmaya Nagar,151,44,43,0.2847682119205298
13.0273542,80.2001048,13.0282568,80.1966407,Defence Colony,Ekkatuthangal,508,154,153,0.30118110236220474
13.0179409,80.1870733,13.0209435,80.1836502,Tulasingapuram,Parthasarathy Nagar,523,74,55,0.10516252390057361
13.0133361,80.1941691,13.0088333,80.1934225,Seven Wells,Seven Wells,511,132,131,0.2563600782778865
13.1049947,80.1946828,13.1000678,80.1948554,Nehru Nagar,AP Block,552,47,43,0.07789855072463768
13.0067055,80.2206349,13.0091024,80.2169886,Little Mount,Maduvinkarai,574,87,78,0.13588850174216027
12.904883,80.2547024,12.9054306,80.2499885,Injambakkam,Injambakkam,510,112,112,0.2196078431372549
12.9030842,80.2489015,12.9024431,80.2535208,Akkarai,Injambakkam,913,147,148,0.16210295728368018
12.9024431,80.2535208,12.9030842,80.2489015,Injambakkam,Akkarai,510,105,104,0.20392156862745098
12.9005913,80.2532766,12.9012737,80.2486642,Sholinganallur,Akkarai,503,106,105,0.20874751491053678
12.8987394,80.2530244,12.8994383,80.2480003,Injambakkam,Akkarai,556,168,125,0.22482014388489208
12.8994383,80.2480003,12.8987394,80.2530244,Akkarai,Injambakkam,887,177,174,0.19616685456595265
12.8980283,80.2475793,12.8973052,80.2527801,Akkarai,Akkarai,767,148,143,0.1864406779661017
12.8973052,80.2527801,12.8980283,80.2475793,Akkarai,Akkarai,573,114,114,0.19895287958115182
12.8964699,80.2526619,12.8971781,80.2473747,Akkarai,Akkarai,579,105,102,0.17616580310880828
12.8964699,80.2526619,12.8962443,80.2476762,Akkarai,Akkarai,729,135,137,0.18792866941015088
12.8963205,80.2471232,12.8949217,80.2441064,Akkarai,Akkarai,518,132,132,0.2548262548262548
12.9427607,80.2586932,12.9477524,80.2595224,Sri Kapaleeswarar Nagar,Sri Kapaleeswarar Nagar,566,115,121,0.2137809187279152
12.9277376,80.2514516,12.9273704,80.2569251,Cholamandal Artists Village,Cholamandal Artists Village,594,144,144,0.24242424242424243
12.9273147,80.2577561,12.9277376,80.2514516,Cholamandal Artists Village,Cholamandal Artists Village,683,195,195,0.28550512445095166
12.9169134,80.101198,12.9215575,80.100562,TTK Nagar,Krishna Nagar,2584,278,260,0.10061919504643962
13.0951309,80.292574,13.0905875,80.2910894,Seethakadi Nagar,Parrys,533,84,58,0.10881801125703565
13.0811876,80.1094302,13.0794117,80.1061624,Viraraghavapuram,Viraraghavapuram,1600,247,230,0.14375
13.0792074,80.1060466,13.0811876,80.1094302,Viraraghavapuram,Viraraghavapuram,556,98,117,0.210431654676259
13.0792074,80.1060466,13.0797391,80.1011109,Viraraghavapuram,Viraraghavapuram,547,66,65,0.11882998171846434
13.0798051,80.1007483,13.0793685,80.1055294,Viraraghavapuram,Viraraghavapuram,519,68,78,0.15028901734104047
13.178678,80.1539038,13.1841883,80.1549759,Vijayanallur,Pammathukulam,626,74,64,0.10223642172523961
13.1586886,80.1070221,13.1610945,80.1108189,New Vellanur,New Vellanur,498,61,54,0.10843373493975904
13.1073781,80.2691018,13.1038953,80.2724134,Vasuki Nagar,Chidambaram Nagar,541,64,54,0.09981515711645102
13.1559425,80.2162652,13.1517226,80.216045,Balaji Nagar,VS Mani Nagar,509,95,95,0.18664047151277013
13.1559425,80.2162652,13.160535,80.215682,Balaji Nagar,Balaji Nagar,551,143,142,0.2577132486388385
13.148151,80.2152563,13.1526261,80.2162202,Madhavaram,Chennai,509,125,125,0.2455795677799607
13.0178326,80.1330024,13.0148755,80.1292915,Periyapanicheri,Chennai,520,101,90,0.17307692307692307
13.1030755,80.229828,13.1064344,80.2252926,Seeyalam,Seeyalam,641,81,72,0.11232449297971919
13.1034269,80.2254378,13.1039903,80.2206577,Railway Colony,ICF North Colony,518,78,67,0.12934362934362933
13.0960629,80.2214376,13.0977381,80.2166857,Chakravarthy Nagar,Gandhi Nagar Colony,553,83,82,0.14828209764918626
13.0629218,80.1609886,13.0750633,80.1610421,Maduravoyal,Chennai,1350,97,81,0.06
13.0750633,80.1610421,13.0839981,80.1614822,Chennai,J J Nagar,995,75,63,0.06331658291457286
13.0585613,80.1607493,13.0540589,80.1556177,Lakshmi Nagar,Odamanagar,757,51,46,0.0607661822985469
13.0540589,80.1556177,13.0516127,80.1511926,Odamanagar,Visalakshi Nagar,552,36,33,0.059782608695652176
13.0516127,80.1511926,13.0459846,80.1497625,Visalakshi Nagar,Mettukuppam,665,52,44,0.06616541353383458
12.9508552,80.1764852,12.9497431,80.1812102,Swamymalai Nagar,Chennai,529,48,44,0.0831758034026465
12.9603865,80.1455649,12.9588698,80.1501378,Lakshmi Nagar,Raja Joseph Colony,537,60,51,0.09497206703910614
12.9545398,80.1589134,12.9535802,80.1635974,Ganapathipuram,Iswarya Nagar,519,63,43,0.08285163776493257
12.9511973,80.2111883,12.9462137,80.2091698,Mehta Nagar,Rose Avenue,596,46,41,0.06879194630872483
12.9458064,80.2088169,12.9508252,80.2108557,VGP Rajesh Nagar,Pallikaranai,4075,546,438,0.10748466257668712
12.9565214,80.2130794,12.9611796,80.2149559,Karapagambal Nagar,Ram Nagar South,560,59,54,0.09642857142857143
13.0308227,80.2395029,13.0281596,80.2357827,Lotus Colony,CIT Nagar East,503,61,46,0.09145129224652088
13.1524806,80.2095317,13.1501678,80.2092933,Puzhal,Nagappa Industrial Estate,614,57,53,0.08631921824104234
13.1501678,80.2092933,13.147629,80.2055486,Nagappa Industrial Estate,Nagappa Industrial Estate,513,37,33,0.06432748538011696
13.1511015,80.2113743,13.148151,80.2152563,Kennedy Nagar,Madhavaram,533,45,38,0.07129455909943715
12.9766312,80.2331456,12.9783457,80.2375259,Ambedkar Nagar,Ambedkar Nagar,522,75,64,0.12260536398467432
12.9738375,80.2294846,12.975749,80.2325439,Annai Indira Nagar,Thiruvalluvar Nagar,813,167,146,0.1795817958179582
13.0749552,80.2186512,13.0722533,80.2216104,Ayyavoo Colony,Collectorate Colony,517,59,51,0.09864603481624758
13.0475073,80.2121042,13.0521603,80.2119811,Sarvamangala Colony,Chennai,519,86,56,0.10789980732177264
